Date,Shift,Milk Type,Kgs,Ltrs,Fat,SNF,Center Code
3-15-2021,AM,CM,187.48,,4.4,8.4,325
3-19-2021,AM,CM,156.41,,4.3,8.4,325
3-20-2021,AM,CM,163.88,,4.2,8.4,325
3-16-2021,AM,CM,97.57,,4.3,8.4,325
3-17-2021,AM,CM,104.37,,4.3,8.4,701
3-18-2021,AM,CM,101.17,,4.3,8.5,701
3-14-2021,AM,CM,136.8,,4.2,8.3,701
3-15-2021,AM,CM,128.83,,4.3,8.4,701
3-14-2021,AM,CM,39.9,,4.1,8.4,701
3-15-2021,AM,CM,39.13,,4.2,8.2,701
3-16-2021,AM,CM,39.51,,4.3,8.3,701
3-18-2021,AM,CM,38.06,,4.2,8.4,702
3-18-2021,AM,CM,19.51,,3.9,8.4,702
3-19-2021,AM,CM,24.56,,3.8,8.1,702
3-14-2021,AM,CM,5.15,,4,8.2,702
3-16-2021,AM,CM,16.8,,4.2,8.1,702
3-17-2021,AM,CM,26.89,,4,8,702
3-14-2021,AM,CM,1.84,,4.2,8.2,702
3-19-2021,PM,CM,298.54,,4.3,8.3,705
3-20-2021,PM,CM,298.25,,4.3,8.5,705
3-16-2021,PM,CM,287.18,,4.4,8.4,705
3-17-2021,PM,CM,280.29,,4.3,8.3,705
3-18-2021,PM,CM,311.26,,4.2,8.4,705
3-14-2021,PM,CM,273.69,,4.2,8.4,705
3-15-2021,PM,CM,290.29,,4.3,8.3,705
3-19-2021,PM,CM,172.33,,4.3,8.4,706
3-20-2021,PM,CM,223.3,,4.4,8.3,706
3-16-2021,PM,CM,219.13,,4.4,8.4,706
3-17-2021,PM,CM,201.26,,4.3,8.5,706
3-18-2021,PM,CM,208.83,,4.2,8.4,706
3-14-2021,PM,CM,240.1,,4.3,8.4,706
3-15-2021,PM,CM,220.58,,4.3,8.3,706
3-14-2021,PM,CM,25.24,,4.2,8.3,708
3-14-2021,PM,CM,33.2,,4.2,8.4,708
3-16-2021,PM,CM,19.9,,4.1,8.3,708
3-17-2021,PM,CM,18.54,,4,8.2,708
3-18-2021,PM,CM,15.15,,4.2,8.3,708
3-14-2021,PM,CM,13.59,,4.3,8.4,708
3-17-2021,PM,CM,13.69,,3.9,8.2,708
3-18-2021,PM,CM,39.13,,4.3,8.4,714
3-16-2021,PM,CM,39.61,,4,8.1,714
3-14-2021,PM,CM,36.99,,4,8.1,714
3-14-2021,PM,CM,6.8,,4.2,8.2,714
3-16-2021,PM,CM,10.49,,4.1,8.2,714
3-17-2021,PM,CM,5.05,,4.2,8.2,714
3-19-2021,PM,CM,3.69,,3.9,8,714
3-20-2021,PM,CM,3.11,,3.8,8.1,715
3-16-2021,PM,CM,3.3,,3.9,8,715
3-17-2021,PM,CM,3.5,,4,8,715
3-18-2021,PM,CM,3.4,,3.8,8,715
3-14-2021,PM,CM,4.76,,3.8,8,715
3-15-2021,PM,CM,4.08,,3.9,8.1,715
3-19-2021,PM,CM,43.4,,3.4,7.6,715
3-20-2021,PM,CM,42.91,,3.5,7.5,716
3-16-2021,PM,CM,47.57,,3.5,7.5,716
3-17-2021,PM,CM,44.17,,3.5,7.6,716
3-18-2021,PM,CM,44.56,,3.4,7.5,716
3-14-2021,PM,CM,45.92,,3.5,7.6,716
3-15-2021,PM,CM,46.7,,3.5,7.6,716
3-20-2021,PM,CM,24.85,,4,8.3,716
3-16-2021,PM,CM,24.08,,4,8.3,719
3-17-2021,PM,CM,14.76,,3.9,8.2,719
3-18-2021,PM,CM,10.1,,3.9,8.3,719
3-19-2021,PM,CM,17.67,,3.9,8.1,719
3-14-2021,PM,CM,10.68,,3.8,8.2,719
3-15-2021,PM,CM,30.87,,4,8.3,719
3-20-2021,PM,CM,9.9,,4.2,8.2,719
3-17-2021,PM,CM,10.19,,4.2,8.2,721
3-18-2021,PM,CM,10.29,,4,8.2,721
3-19-2021,PM,CM,10.19,,4,8.2,721
3-15-2021,PM,CM,10.49,,4.1,8.2,721
3-16-2021,PM,CM,10.68,,4.1,8.2,721
3-14-2021,PM,CM,8.16,,4.1,8.2,721
3-19-2021,PM,CM,56.99,,3.9,8.1,722
3-20-2021,PM,CM,57.48,,4,8.1,722
3-16-2021,PM,CM,53.79,,4,8.1,722
3-17-2021,PM,CM,55.73,,4,8.1,722
3-18-2021,PM,CM,57.57,,4,8.1,722
3-14-2021,PM,CM,54.66,,3.8,8.1,722
3-15-2021,PM,CM,51.55,,4,8.2,722
3-19-2021,PM,CM,5.05,,4.1,8.3,723
3-20-2021,PM,CM,9.03,,4.4,8.4,723
3-16-2021,PM,CM,16.5,,4.3,8.4,723
3-17-2021,PM,CM,10.29,,4.3,8.4,723
3-18-2021,PM,CM,11.55,,4.2,8.4,723
3-14-2021,PM,CM,10.97,,4.3,8.4,723
3-15-2021,PM,CM,16.6,,4,8.4,723
3-19-2021,PM,CM,28.64,,4.3,8.5,724
3-20-2021,PM,CM,21.94,,4.1,8.5,724
3-16-2021,PM,CM,24.37,,4.2,8.4,724
3-17-2021,PM,CM,25.73,,4.3,8.5,724
3-18-2021,PM,CM,31.65,,4.4,8.5,724
3-14-2021,PM,CM,28.35,,4.2,8.5,724
3-15-2021,PM,CM,28.35,,4.1,8.3,724
3-19-2021,PM,CM,40.39,,4.4,8.4,801
3-20-2021,PM,CM,42.91,,4,8.4,801
3-16-2021,PM,CM,44.47,,4.1,8.5,801
3-17-2021,PM,CM,50.87,,4.4,8.4,801
3-18-2021,PM,CM,50.68,,4.4,8.5,801
3-14-2021,PM,CM,44.17,,4.3,8.4,801
3-15-2021,PM,CM,52.52,,4.3,8.5,801
3-19-2021,PM,CM,20.87,,3.9,8,802
3-20-2021,PM,CM,21.84,,3.9,8.1,802
3-16-2021,PM,CM,24.37,,4.2,8,802
3-17-2021,PM,CM,22.72,,4.2,8,802
3-18-2021,PM,CM,23.5,,4.2,8,802
3-14-2021,PM,CM,24.17,,4.2,8,802
3-15-2021,PM,CM,20.78,,4.3,8,802
3-19-2021,PM,CM,25.05,,4,8,803
3-20-2021,PM,CM,16.31,,4,8.1,931
3-16-2021,PM,CM,18.54,,4,8.1,931
3-17-2021,PM,CM,14.85,,3.9,8.1,931
3-18-2021,PM,CM,22.62,,4,8.1,931
3-14-2021,PM,CM,13.2,,4,8,931
3-15-2021,PM,CM,21.46,,4,8,931
3-18-2021,PM,CM,2.33,,4.1,8.2,931
3-19-2021,PM,CM,38.45,,4,8.1,933
3-20-2021,PM,CM,6.6,,4.1,8.2,933
3-14-2021,PM,CM,5.83,,4.2,8.2,933
3-15-2021,PM,CM,7.57,,4,8.1,933
3-16-2021,PM,CM,6.5,,4.1,8.2,102
3-17-2021,PM,CM,4.08,,4.2,8.3,102
3-19-2021,PM,CM,12.62,,3.9,8,102
3-20-2021,PM,CM,12.72,,3.8,8,102
3-16-2021,PM,CM,12.04,,3.9,8,102
3-17-2021,PM,CM,11.36,,3.9,8,102
3-18-2021,PM,CM,12.82,,3.9,8,102
3-14-2021,PM,CM,12.04,,3.9,8.1,105
3-15-2021,PM,CM,11.94,,3.8,8,105
3-19-2021,PM,CM,6.02,,3.6,7.8,105
3-20-2021,PM,CM,6.02,,3.7,7.9,105
3-16-2021,PM,CM,6.21,,3.7,7.9,105
3-17-2021,PM,CM,6.31,,3.6,7.9,105
3-18-2021,PM,CM,6.89,,3.5,7.9,105
3-14-2021,PM,CM,6.41,,3.7,7.8,107
3-15-2021,PM,CM,6.12,,3.7,7.9,107
3-19-2021,PM,CM,155.73,,4.2,8.3,107
3-20-2021,PM,CM,160.58,,4.2,8.3,107
3-16-2021,PM,CM,179.51,,4.3,8.4,107
3-17-2021,PM,CM,133.11,,4.2,8.3,107
3-18-2021,PM,CM,151.75,,4.2,8.2,107
3-14-2021,PM,CM,148.54,,4.3,8.3,305
3-15-2021,PM,CM,134.85,,4.3,8.4,305
3-19-2021,PM,CM,104.37,,4.3,8.5,305
3-20-2021,PM,CM,114.66,,4.3,8.4,305
3-16-2021,PM,CM,38.54,,4.3,8.5,307
3-17-2021,PM,CM,83.69,,4.3,8.3,307
3-18-2021,PM,CM,103.59,,4.2,8.4,308
3-14-2021,PM,CM,87.18,,4.4,8.4,308
3-15-2021,PM,CM,38.25,,4.3,8.4,308
3-17-2021,PM,CM,97.28,,4.2,8.3,308
3-18-2021,PM,CM,108.35,,3.7,7.9,313
3-19-2021,PM,CM,81.07,,3.8,7.9,315
3-20-2021,PM,CM,127.18,,3.7,7.9,315
3-14-2021,PM,CM,104.27,,4,8.3,315
3-15-2021,PM,CM,103.59,,4,8.1,315
3-16-2021,PM,CM,102.82,,4,8.2,315
3-15-2021,PM,CM,1.75,,4,8.1,316
3-16-2021,PM,CM,1.84,,4,8.1,316
3-18-2021,PM,CM,2.04,,4.2,8.3,316
3-19-2021,PM,CM,2.04,,3.9,8,316
3-20-2021,PM,CM,2.04,,3.9,8,316
3-25-2021,AM,CM,265.44,,4.2,8.3,320
3-26-2021,AM,CM,299.42,,4.2,8.3,320
3-27-2021,AM,CM,272.91,,4.2,8.3,320
3-22-2021,AM,CM,300.19,,4.1,8.2,320
3-23-2021,AM,CM,247.48,,4.1,8.2,701
3-24-2021,AM,CM,288.64,,4.2,8.3,701
3-21-2021,AM,CM,316.31,,4.1,8.2,701
3-25-2021,AM,CM,38.93,,3.9,8.2,701
3-26-2021,AM,CM,40.19,,4,8.1,701
3-27-2021,AM,CM,24.27,,4,8.2,701
3-25-2021,AM,CM,315.34,,4.3,8.2,701
3-26-2021,AM,CM,313.11,,4.3,8.3,702
3-27-2021,AM,CM,316.89,,4.3,8.3,702
3-22-2021,AM,CM,287.77,,4.2,8.1,702
3-23-2021,AM,CM,320.29,,4.1,8.2,702
3-24-2021,AM,CM,319.61,,4.3,8.2,702
3-21-2021,AM,CM,293.69,,4,8.2,702
3-25-2021,AM,CM,159.9,,4.1,8.4,702
3-26-2021,AM,CM,159.9,,4.1,8.3,704
3-27-2021,AM,CM,170,,4.2,8.3,704
3-21-2021,AM,CM,239.03,,4,8.2,704
3-22-2021,AM,CM,279.61,,4.1,8.2,704
3-23-2021,AM,CM,266.31,,4.2,8.3,704
3-24-2021,AM,CM,159.03,,4.1,8.3,704
3-26-2021,AM,CM,28.16,,3.7,7.9,704
3-27-2021,AM,CM,27.18,,3.7,7.7,705
3-25-2021,AM,CM,26.31,,3.6,7.8,705
3-23-2021,AM,CM,26.5,,3.7,7.7,705
3-24-2021,AM,CM,27.67,,3.7,7.6,705
3-22-2021,AM,CM,28.83,,3.8,7.7,708
3-21-2021,AM,CM,29.9,,3.5,7.7,708
3-21-2021,AM,CM,4.95,,3.9,8.1,708
3-22-2021,AM,CM,10.19,,4,8,708
3-23-2021,AM,CM,6.7,,4,8,708
3-27-2021,AM,CM,9.9,,4,8,708
3-24-2021,AM,CM,9.22,,3.6,7.9,708
3-25-2021,AM,CM,9.22,,3.9,8.1,714
3-26-2021,AM,CM,10.58,,4,8,714
3-21-2021,AM,CM,9.51,,4.4,8,714
3-22-2021,AM,CM,5.15,,4.2,8.1,714
3-23-2021,AM,CM,4.95,,4,8.1,714
3-27-2021,AM,CM,5.53,,4,7.9,714
3-24-2021,AM,CM,5.05,,4,8,714
3-25-2021,AM,CM,5.34,,4,8,715
3-26-2021,AM,CM,4.95,,3.9,8,715
3-21-2021,AM,CM,10,,4,8.2,715
3-22-2021,AM,CM,8.35,,4,8.1,715
3-23-2021,AM,CM,7.09,,3.9,8,715
3-27-2021,AM,CM,6.02,,3.9,7.9,715
3-24-2021,AM,CM,7.96,,3.6,7.9,715
3-25-2021,AM,CM,7.67,,3.8,7.9,716
3-26-2021,AM,CM,6.31,,4,8.1,716
3-21-2021,AM,CM,13.98,,4.1,8.1,716
3-22-2021,AM,CM,14.95,,4.1,8,716
3-23-2021,AM,CM,14.08,,4,8,716
3-27-2021,AM,CM,11.46,,3.9,8,716
3-24-2021,AM,CM,12.23,,4.1,8.1,716
3-25-2021,AM,CM,11.65,,4,8.1,719
3-26-2021,AM,CM,10.68,,4,8,719
3-27-2021,AM,CM,11.75,,3.8,8,719
3-26-2021,AM,CM,3.11,,3.9,8,719
3-27-2021,AM,CM,3.01,,4,8,719
3-23-2021,AM,CM,4.85,,4,8.1,719
3-24-2021,AM,CM,2.62,,4,8.1,719
3-25-2021,AM,CM,2.62,,4,8.1,721
3-21-2021,AM,CM,3.59,,4,8,721
3-22-2021,AM,CM,5.92,,4.1,8.1,721
3-26-2021,AM,CM,66.8,,3.6,7.7,721
3-27-2021,AM,CM,69.03,,3.4,7.5,721
3-23-2021,AM,CM,62.14,,3.6,7.7,721
3-24-2021,AM,CM,49.03,,3.6,7.9,721
3-25-2021,AM,CM,63.79,,3.4,7.8,723
3-21-2021,AM,CM,58.54,,3.6,7.7,723
3-22-2021,AM,CM,68.54,,3.5,7.6,723
3-27-2021,AM,CM,27.38,,3.8,8,723
3-21-2021,AM,CM,32.82,,3.8,8.1,723
3-23-2021,AM,CM,30.19,,3.8,8,723
3-24-2021,AM,CM,28.93,,3.8,8,723
3-25-2021,AM,CM,30,,3.9,8.1,724
3-22-2021,AM,CM,3.69,,4,8,724
3-26-2021,AM,CM,33.2,,4.1,8.2,724
3-26-2021,AM,CM,38.54,,4,8.1,724
3-27-2021,AM,CM,37.96,,4.1,8,724
3-25-2021,AM,CM,38.06,,4,8,724
3-23-2021,AM,CM,34.95,,4.1,8.1,724
3-24-2021,AM,CM,37.38,,4,8,801
3-22-2021,AM,CM,38.64,,4.1,8.2,801
3-21-2021,AM,CM,38.83,,4,8.1,801
3-25-2021,AM,CM,29.32,,3.9,8.1,801
3-26-2021,AM,CM,35.63,,4,8.1,801
3-27-2021,AM,CM,30.97,,4,8.1,801
3-22-2021,AM,CM,31.07,,4.1,8.1,801
3-23-2021,AM,CM,35.24,,4,8.2,802
3-24-2021,AM,CM,35.44,,4,8,802
3-21-2021,AM,CM,31.07,,4,8.1,802
3-25-2021,AM,CM,26.21,,4.2,8.2,802
3-26-2021,AM,CM,19.9,,4.2,8.2,802
3-27-2021,AM,CM,26.5,,4.1,8.2,802
3-22-2021,AM,CM,29.51,,4.2,8.2,802
3-23-2021,AM,CM,29.9,,4.2,8.2,803
3-24-2021,AM,CM,20.29,,4.2,8.2,803
3-21-2021,AM,CM,31.55,,4.1,8.2,803
3-25-2021,AM,CM,65.53,,4.2,8.2,803
3-26-2021,AM,CM,60.1,,4.1,8.2,931
3-27-2021,AM,CM,63.59,,4.2,8.2,931
3-22-2021,AM,CM,58.35,,4.1,8.2,931
3-23-2021,AM,CM,66.02,,4.1,8.1,931
3-24-2021,AM,CM,61.94,,4.1,8.2,931
3-21-2021,AM,CM,59.22,,4,8.1,933
3-25-2021,AM,CM,29.81,,3.9,8,102
3-26-2021,AM,CM,21.36,,4,8,102
3-27-2021,AM,CM,30.97,,3.9,8.1,102
3-22-2021,AM,CM,30.39,,4,8.1,102
3-23-2021,AM,CM,31.26,,4,8.1,102
3-24-2021,AM,CM,28.16,,3.9,8.1,102
3-21-2021,AM,CM,31.55,,4,8.1,102
3-23-2021,AM,CM,12.14,,4,8.1,105
3-21-2021,AM,CM,12.72,,4,8.2,105
3-22-2021,AM,CM,6.31,,4.1,8,105
3-25-2021,AM,CM,12.52,,3.7,8.1,105
3-26-2021,AM,CM,13.5,,4,8,105
3-27-2021,AM,CM,11.46,,3.9,8.1,105
3-22-2021,AM,CM,10.78,,4,8.1,105
3-23-2021,AM,CM,12.72,,4,8,307
3-24-2021,AM,CM,11.46,,3.9,8.1,308
3-21-2021,AM,CM,6.41,,3.9,7.9,315
3-25-2021,AM,CM,9.81,,3.5,8,315
3-26-2021,AM,CM,9.42,,3.7,7.8,315
3-27-2021,AM,CM,8.93,,3.5,8,315
3-22-2021,AM,CM,7.09,,3.7,7.9,316
3-23-2021,AM,CM,7.77,,3.7,8,316
3-24-2021,AM,CM,10.29,,3.5,8,316
3-21-2021,AM,CM,8.16,,3.6,7.9,316
3-21-2021,AM,CM,29.32,,4.2,8.2,322
3-22-2021,AM,CM,32.14,,4.2,8.2,322
3-23-2021,AM,CM,31.17,,4,8.1,322
3-27-2021,AM,CM,35.34,,4,8.2,701
3-24-2021,AM,CM,34.08,,4.2,8.2,701
3-25-2021,AM,CM,31.65,,4.1,8.2,701
3-26-2021,AM,CM,29.61,,4.2,8.2,701
3-21-2021,AM,CM,33.88,,4.1,8.2,701
3-22-2021,AM,CM,32.04,,4.1,8.2,701
3-23-2021,AM,CM,32.43,,4.1,8.2,701
3-27-2021,AM,CM,31.17,,4,8.2,702
3-24-2021,AM,CM,31.65,,4.1,8.1,702
3-25-2021,AM,CM,34.08,,4.2,8.2,702
3-26-2021,AM,CM,29.61,,4.1,8.2,702
3-26-2021,AM,CM,77.77,,4.2,8.3,702
3-27-2021,AM,CM,40.19,,4.3,8.3,702
3-22-2021,AM,CM,199.81,,4.2,8.2,702
3-23-2021,AM,CM,155.73,,4.2,8.3,705
3-24-2021,AM,CM,78.93,,4.2,8.3,705
3-25-2021,AM,CM,39.22,,4.1,8.2,705
3-21-2021,AM,CM,160.19,,4.2,8.2,705
3-25-2021,AM,CM,138.16,,4,8.3,705
3-26-2021,AM,CM,119.81,,4.2,8.2,705
3-27-2021,AM,CM,143.5,,4.2,8.3,705
3-22-2021,AM,CM,172.23,,4.2,8.1,706
3-23-2021,AM,CM,148.83,,4.1,8.2,706
3-24-2021,AM,CM,101.94,,4,8.2,706
3-21-2021,AM,CM,161.75,,4.1,8.2,706
3-25-2021,AM,CM,21.17,,3.9,8.1,706
3-26-2021,AM,CM,31.36,,3.9,8,706
3-27-2021,AM,CM,26.41,,3.9,8,706
3-22-2021,AM,CM,47.28,,4,8,708
3-23-2021,AM,CM,23.79,,4,8,708
3-24-2021,AM,CM,8.74,,4,8,708
3-27-2021,PM,CM,267.96,,4.2,8.3,708
3-25-2021,PM,CM,266.7,,4.1,8.3,708
3-26-2021,PM,CM,273.01,,4.1,8.3,708
3-22-2021,PM,CM,267.18,,4.2,8.3,708
3-23-2021,PM,CM,280.68,,4.1,8.3,714
3-24-2021,PM,CM,268.74,,4.1,8.2,714
3-21-2021,PM,CM,276.5,,4,8.2,714
3-25-2021,PM,CM,33.11,,3.9,8,714
3-26-2021,PM,CM,40,,4,8.1,714
3-27-2021,PM,CM,34.47,,3.9,8.1,714
3-27-2021,PM,CM,197.48,,4.1,8.3,714
3-25-2021,PM,CM,233.79,,4.2,8.3,715
3-26-2021,PM,CM,226.41,,4.2,8.3,715
3-22-2021,PM,CM,246.31,,4.1,8.4,715
3-23-2021,PM,CM,250.78,,4.2,8.3,715
3-24-2021,PM,CM,160.39,,4.3,8.3,715
3-21-2021,PM,CM,217.67,,4,8.2,715
3-24-2021,PM,CM,37.77,,4.3,8.2,715
3-27-2021,PM,CM,15.44,,3.7,7.6,716
3-26-2021,PM,CM,19.71,,3.5,7.6,716
3-24-2021,PM,CM,17.96,,3.6,7.5,716
3-25-2021,PM,CM,21.07,,3.6,7.7,716
3-23-2021,PM,CM,20.29,,3.5,7.6,716
3-21-2021,PM,CM,20.87,,3.5,7.5,716
3-22-2021,PM,CM,20.1,,3.6,7.7,716
3-21-2021,PM,CM,9.13,,3.8,8,719
3-22-2021,PM,CM,9.22,,3.9,7.9,719
3-23-2021,PM,CM,10.19,,3.8,7.9,719
3-27-2021,PM,CM,11.17,,3.9,8,719
3-24-2021,PM,CM,9.51,,3.5,7.7,719
3-25-2021,PM,CM,11.17,,3.8,8,719
3-26-2021,PM,CM,10.39,,3.9,7.9,719
3-21-2021,PM,CM,5.44,,4,8,721
3-22-2021,PM,CM,5.15,,4,8,721
3-23-2021,PM,CM,6.6,,3.9,8,721
3-27-2021,PM,CM,6.21,,4,8.1,721
3-24-2021,PM,CM,5.92,,4,7.9,721
3-25-2021,PM,CM,6.21,,3.8,7.9,721
3-26-2021,PM,CM,5.05,,3.8,7.8,721
3-21-2021,PM,CM,5.44,,3.9,8,722
3-22-2021,PM,CM,8.16,,3.9,7.9,722
3-23-2021,PM,CM,7.77,,3.8,7.9,722
3-27-2021,PM,CM,7.48,,4.1,8.1,722
3-24-2021,PM,CM,7.67,,3.6,7.7,722
3-25-2021,PM,CM,6.8,,3.7,7.8,722
3-26-2021,PM,CM,7.28,,3.9,7.8,722
3-21-2021,PM,CM,11.94,,3.9,8.1,723
3-22-2021,PM,CM,10.97,,4,8.1,723
3-23-2021,PM,CM,11.65,,3.8,8,723
3-27-2021,PM,CM,11.65,,3.9,8,723
3-24-2021,PM,CM,10.39,,4,8,723
3-25-2021,PM,CM,10.78,,3.9,7.9,723
3-26-2021,PM,CM,10.97,,3.9,8,723
3-27-2021,PM,CM,10,,3.8,8.1,724
3-25-2021,PM,CM,3.59,,3.9,8,724
3-26-2021,PM,CM,3.11,,3.8,7.8,724
3-27-2021,PM,CM,3.3,,3.9,8,724
3-22-2021,PM,CM,3.5,,3.9,8.1,724
3-23-2021,PM,CM,3.4,,4,8,724
3-24-2021,PM,CM,4.76,,3.9,7.9,724
3-25-2021,PM,CM,45.83,,3.5,7.7,801
3-26-2021,PM,CM,47.67,,3.5,7.6,801
3-27-2021,PM,CM,41.65,,3.5,7.6,801
3-22-2021,PM,CM,47.18,,3.6,7.5,801
3-23-2021,PM,CM,47.09,,3.6,7.7,801
3-24-2021,PM,CM,47.48,,3.5,7.8,801
3-21-2021,PM,CM,48.64,,3.5,7.7,801
3-25-2021,PM,CM,17.09,,3.9,8,802
3-26-2021,PM,CM,20.49,,3.8,8,802
3-27-2021,PM,CM,26.99,,3.7,7.9,802
3-21-2021,PM,CM,34.08,,3.9,8,802
3-22-2021,PM,CM,11.17,,3.8,8,802
3-23-2021,PM,CM,23.88,,3.9,8.1,802
3-24-2021,PM,CM,22.33,,3.8,8,802
3-26-2021,PM,CM,9.9,,4.1,8.1,931
3-27-2021,PM,CM,10.49,,4.1,8.1,931
3-21-2021,PM,CM,10.1,,4.1,8.2,931
3-22-2021,PM,CM,10.39,,4.1,8.1,931
3-23-2021,PM,CM,20.39,,4.1,8.1,931
3-24-2021,PM,CM,10.1,,4,8.1,931
3-25-2021,PM,CM,10.1,,4.2,8.2,931
3-27-2021,PM,CM,38.35,,3.8,8,933
3-26-2021,PM,CM,37.67,,3.9,8,933
3-24-2021,PM,CM,38.64,,3.8,8.1,933
3-25-2021,PM,CM,37.67,,4,8,933
3-23-2021,PM,CM,37.57,,3.8,8,933
3-21-2021,PM,CM,42.23,,4,8,102
3-22-2021,PM,CM,39.03,,3.9,8,102
3-26-2021,PM,CM,16.21,,3.9,8,102
3-27-2021,PM,CM,16.41,,3.8,8,102
3-22-2021,PM,CM,20,,3.9,8.1,102
3-23-2021,PM,CM,10.19,,4,8.1,102
3-24-2021,PM,CM,12.52,,3.9,8,102
3-21-2021,PM,CM,14.76,,4,8,103
3-27-2021,PM,CM,28.83,,4,8.2,103
3-25-2021,PM,CM,29.61,,4.1,8.1,103
3-26-2021,PM,CM,27.18,,4,8.1,105
3-22-2021,PM,CM,31.94,,4,8.1,105
3-23-2021,PM,CM,25.05,,4.1,8.2,105
3-24-2021,PM,CM,30.58,,4.1,8.1,105
3-21-2021,PM,CM,30.1,,4.1,8.1,105
3-27-2021,PM,CM,40.49,,3.9,8.1,105
3-25-2021,PM,CM,48.74,,4.1,8.1,105
3-26-2021,PM,CM,52.91,,4,8.1,107
3-22-2021,PM,CM,40.1,,4,8.1,107
3-23-2021,PM,CM,46.6,,4,8.1,107
3-24-2021,PM,CM,45.92,,4,8.2,107
3-21-2021,PM,CM,43.11,,4.1,8.1,107
3-27-2021,PM,CM,12.04,,3.9,8,107
3-25-2021,PM,CM,28.06,,3.9,8,107
3-26-2021,PM,CM,18.45,,3.9,7.9,501
3-22-2021,PM,CM,22.43,,4,8.1,501
3-23-2021,PM,CM,22.23,,3.9,8,501
3-24-2021,PM,CM,22.33,,3.9,8,501
3-21-2021,PM,CM,21.55,,3.9,8.1,501
3-27-2021,PM,CM,11.17,,4,8,501
3-22-2021,PM,CM,23.4,,3.9,8.1,501
3-23-2021,PM,CM,10,,3.9,8.1,502
3-24-2021,PM,CM,18.25,,3.9,8.1,502
3-25-2021,PM,CM,20,,4,8.1,502
3-26-2021,PM,CM,17.86,,3.9,8,502
3-21-2021,PM,CM,20.68,,4,8,502
3-24-2021,PM,CM,5.15,,4.2,8.2,502
3-25-2021,PM,CM,2.43,,4.3,8.2,502
3-26-2021,PM,CM,3.98,,4.1,8.2,503
3-27-2021,PM,CM,2.14,,4.1,8.2,503
3-21-2021,PM,CM,3.88,,4.2,8.2,503
3-22-2021,PM,CM,3.69,,4.1,8.2,503
3-23-2021,PM,CM,5.34,,4.1,8.2,503
3-27-2021,PM,CM,10.29,,3.8,7.9,503
3-25-2021,PM,CM,12.82,,3.9,7.9,503
3-26-2021,PM,CM,11.84,,3.9,7.9,504
3-22-2021,PM,CM,13.59,,3.8,8,504
3-23-2021,PM,CM,12.72,,3.9,8,504
3-24-2021,PM,CM,10.49,,3.8,8,504
3-21-2021,PM,CM,15.92,,3.9,8.1,504
3-27-2021,PM,CM,8.83,,3.5,7.7,504
3-25-2021,PM,CM,7.86,,3.7,7.7,504
3-26-2021,PM,CM,7.38,,3.6,7.7,505
3-22-2021,PM,CM,5.53,,3.7,7.8,505
3-23-2021,PM,CM,6.31,,3.8,7.9,505
3-24-2021,PM,CM,9.03,,3.5,7.8,505
3-21-2021,PM,CM,6.6,,3.5,7.9,505
3-21-2021,PM,CM,26.31,,4,8.1,505
3-22-2021,PM,CM,21.65,,4,8.1,505
3-23-2021,PM,CM,20,,4,8.1,506
3-27-2021,PM,CM,17.77,,3.8,8,701
3-24-2021,PM,CM,22.33,,4,8.2,701
3-25-2021,PM,CM,25.24,,4,8.2,701
3-26-2021,PM,CM,20.87,,4,8,701
3-21-2021,PM,CM,22.04,,4.1,8.1,701
3-22-2021,PM,CM,21.46,,3.9,8.1,701
3-23-2021,PM,CM,25.24,,4.1,8.1,701
3-27-2021,PM,CM,31.26,,4,8.2,702
3-24-2021,PM,CM,27.18,,4.1,8.2,702
3-25-2021,PM,CM,25.53,,4.1,8.2,702
3-26-2021,PM,CM,29.42,,4.1,8.1,702
3-25-2021,PM,CM,40.1,,4.2,8.3,702
3-26-2021,PM,CM,39.13,,4.2,8.2,702
3-27-2021,PM,CM,39.03,,4.2,8.2,702
3-22-2021,PM,CM,152.72,,4.3,8.3,704
3-24-2021,PM,CM,77.86,,4.2,8.3,704
3-21-2021,PM,CM,156.8,,4.2,8.2,704
3-27-2021,PM,CM,117.18,,4,8.2,704
3-25-2021,PM,CM,103.98,,4.1,8.3,704
3-26-2021,PM,CM,109.9,,4,8.3,705
3-22-2021,PM,CM,114.37,,4.2,8.3,706
3-23-2021,PM,CM,97.38,,4,8.2,708
3-24-2021,PM,CM,103.4,,4,8.2,708
3-21-2021,PM,CM,120.58,,4.1,8.1,708
3-27-2021,PM,CM,114.17,,3.8,8,708
3-24-2021,PM,CM,113.59,,4,8.1,708
3-25-2021,PM,CM,116.7,,3.8,7.8,708
3-26-2021,PM,CM,110.1,,3.7,7.9,708
3-21-2021,PM,CM,128.74,,3.9,8,714
3-22-2021,PM,CM,111.94,,3.8,8,714
3-23-2021,PM,CM,117.57,,3.8,8,714
3-27-2021,PM,CM,1.94,,4,8.1,714
3-21-2021,PM,CM,2.14,,4,8.1,714
3-22-2021,PM,CM,1.84,,4,8,714
3-23-2021,PM,CM,2.04,,4,8.1,714
3-24-2021,PM,CM,2.14,,4,8.1,715
3-25-2021,PM,CM,2.14,,4,8,715
3-26-2021,PM,CM,2.04,,4,8,715
3-31-2021,AM,CM,294.27,,4.1,8.2,715
3-29-2021,AM,CM,243.69,,4.2,8.3,715
3-30-2021,AM,CM,296.02,,4.1,8.3,715
